	Description	Category
1212	За информационные услуги по договору 32.121264-ВЕ от 26 мая 2025	SERVICE
1213	3й лизинговый платеж по договору №1-04906/16 от 30 июля 2025. В т.ч. НДС(20%) 711666-66	SERVICE
1214	Оплата по сч. 0510 от 09.04.2026г за пищев. добавку (890,50 ев.) курс 104,4016. В т.ч. НДС 20% - 15 494,94	SERVICE
1215	За бронирование отеля в г. Арзамас по договору №Д03992/11 от 16 июля 2028 г.	SERVICE
1216	Оплата за Кружка стеклянная 350мл по счету 14596019613256542891 от 2024-08-09 Сумма 3380.00	SERVICE
1217	Оплата за консультирование в сфере информационных технологий по договору №Г00358/72 от 26.08.2025г.	SERVICE
1218	Оплата дог №267 от за 04/24г.согл.сч 0368 от 25.04.24г.,счет-фактура 0390 от 26.04.2024г.	SERVICE
1219	Оплата за запчасти по договору поставки №58-03261А от 25.02.2024 (ГБД 0849 АО Автодом Ауди по счету №0404	SERVICE
1220	Оплата по Договору №А03482 от 25.04.2023 за акты 0211 и 0216 (транспортные услуги)Сумма 37800.00В т.ч. НДС(20%) 6300.0	SERVICE
1221	Оплата по договору №В04342 от 03.03.2027. сырье для пвадСумма 4280000,00В т.ч. НДС(20%) 713333,33	SERVICE
1222	За медицинское обслуживание по договору №Б-04412/35 от 27 апреля 2026г	SERVICE
1223	Лечение по договору №53-01042Д от 19.03.2026 г.	SERVICE
1224	За юридические услуги по договору №А-03310/16 от 28.02.2027г	SERVICE
1225	Оплата за Средство Calgon 3в1 для смягчения воды и предотвращения образования известкового налета 400г по счету 67574747788440004598 от 23.12.2024 г. Сумма 640-00	SERVICE
1226	Оплата за Товары для ухода за автомобилем по счету 86561301420521385049 от 14/06/2028 Сумма 3020-00	SERVICE
1227	За аренду машины/автомобиля по договору №Б00473/73 от 16/02/2023г.	SERVICE
1228	За бронирование отеля в г. Ессентуки по договору №21-04309 от 18 октября 2023 г.	SERVICE
1229	Частичная оплтаа по счету № 0678 от 09.05.2027г. за костюмы ФаворитСумма 23300,00В т.ч. НДС(20%) 3883,33	SERVICE
1230	За тур.поездку по договору №В-00670/89 от 06.12.2026 г.	SERVICE
1231	Оплата за консультирование в сфере информационных технологий по договору №01685В от 19.03.2023г	SERVICE
1232	Оплата по Договору №Д02209/86 от 23.05.2025гза бухгалтерское сопровождение в счет задолженности	SERVICE
1233	За тур.поездку по договору №Б01772 от 05.04.2028г	SERVICE
1234	Оплата за Кальмар Fish house сушеный кольца 70г по счету 99161848375680926011 от 31 марта 2028г Сумма 4440-00	SERVICE
1235	По предвариельному договору №96-01559 от 29.03.2025 за квартиру в ЖК по адресу г. Назрань, Шоссейная ул., д. 14	SERVICE
1236	Оплата за Эскимо Магнат Шоколадный трюфель сливочное с наполнителем-бисквитами в шоколаде 8% БЗМЖ 72г по счету 72003857689552717423 от 18/09/2027г. Сумма 530,00	SERVICE
1237	За медицинское обслуживание по договору №Д04096 от 13.01.2024	SERVICE
1238	оплата по договору №73-02279А от 08.03.2025г. за ЖКТМСумма 2590000.00В т.ч. НДС(20%) 431666.66	SERVICE
1239	Оплата по сч. 777 от 03.05.2025, за транспортные услуги НДС не облагается.	SERVICE
1240	Оплата за программирование блока фары Mercedes VIN A007642266. Работы выполнялись по з/н №А03414/16	SERVICE
1241	оплата по счетам 0532, 0639,0647, 0057 за услугиСумма 15.06.2023г.В т.ч. НДС(20%) 2810000.00 (перевозка грузов)	SERVICE
1242	За консультации юриста по договору №10-00466 от 14 января 2026г	SERVICE
1243	За оказание услуг по договору №51-03367Д от 13.10.2028	SERVICE
1244	Оплата обучения по договору №2-03849/88 от 25.09.2024г.	SERVICE
1245	За тур.поездку по договору №041 от 22 мая 2026	SERVICE
1246	Оплата за программирование блока фары Mercedes VIN A007642266. Работы выполнялись по з/н №Б01701	SERVICE
1247	За медицинское обслуживание по договору №5-00492/80 от 17.05.2026	SERVICE
1248	За оказание услуг по договору №81-03681 от 24 мая 2026г	SERVICE
1249	За строительные работы по адресу г. Бердск, Первомайский пер., д. 15 по договору б/н от 09 августа 2024г	SERVICE
1250	Предоставление кредита по договору №17В-01153 от 22 сентября 2027г (приобретение недвижимости)	SERVICE
1251	За юридические услуги по договору б/н от 20.10.2026 г.	SERVICE
1252	За гостиницу (Россия, г. Хабаровск)	SERVICE
1253	За строительные работы по адресу г. Артем, Полевой пер., д. 23 по договору №03909Е от 06.01.2027 г.	SERVICE
