description,mislead_category,predicted_category 
Оплата за Мед Медовый Край Разнотравье цветочный натуральный 500г по счету 34845641433345107570 от 11.06.2024 Сумма 1600.00,SERVICE,FOOD_GOODS
"Оплата по дог.финансовой аренды №77В-03724 от 15.06.2024, акт приема-передачи 179 от 26/03/2024. В т.ч. НДС(20%) 273333-33",SERVICE,LEASING
Оплата за Порошок чистящий Пемолюкс лимон 480г по счету 90304573438911766866 от 2027.05.31 Сумма 4790-00,SERVICE,NON_FOOD_GOODS
Оплата за Бульон Роллтон Домашний куриный 90г по счету 52976190064643722588 от 10.10.2024г. Сумма 1330.00,SERVICE,FOOD_GOODS
"По предвариельному договору №398 от 29 января 2028 за квартиру в ЖК по адресу г. Брянск, Трудовая ул., д. 15",SERVICE,REAL_ESTATE
Оплата за 500 штук новогодних шоколадных подарков по счету 0298 от 16 февраля 2025 г. .Сумма 15000-00 В т.ч. НДС 20% 2500-00,SERVICE,FOOD_GOODS
оплата по договору №70Г-00637 от 22.02.2025 за ЖКТМСумма 1320000-00В т.ч. НДС(20%) 220000-00,SERVICE,REAL_ESTATE
"Оплата по сч. 0510 от 09.04.2026г за пищев. добавку (890,50 ев.) курс 104,4016. В т.ч. НДС 20% - 15 494,94",SERVICE,FOOD_GOODS
Оплата за Кружка стеклянная 350мл по счету 14596019613256542891 от 2024-08-09 Сумма 3380.00,SERVICE,NON_FOOD_GOODS
"Оплата по договору №В04342 от 03.03.2027. сырье для пвадСумма 4280000,00В т.ч. НДС(20%) 713333,33",SERVICE,NON_FOOD_GOODS
Оплата за Средство Calgon 3в1 для смягчения воды и предотвращения образования известкового налета 400г по счету 67574747788440004598 от 23.12.2024 г. Сумма 640-00,SERVICE,NON_FOOD_GOODS
Оплата за Товары для ухода за автомобилем по счету 86561301420521385049 от 14/06/2028 Сумма 3020-00,SERVICE,NON_FOOD_GOODS
"Частичная оплтаа по счету № 0678 от 09.05.2027г. за костюмы ФаворитСумма 23300,00В т.ч. НДС(20%) 3883,33",SERVICE,NON_FOOD_GOODS
Оплата за Кальмар Fish house сушеный кольца 70г по счету 99161848375680926011 от 31 марта 2028г Сумма 4440-00,SERVICE,FOOD_GOODS
"По предвариельному договору №96-01559 от 29.03.2025 за квартиру в ЖК по адресу г. Назрань, Шоссейная ул., д. 14",SERVICE,REAL_ESTATE
"Оплата за Эскимо Магнат Шоколадный трюфель сливочное с наполнителем-бисквитами в шоколаде 8% БЗМЖ 72г по счету 72003857689552717423 от 18/09/2027г. Сумма 530,00",SERVICE,FOOD_GOODS
оплата по договору №73-02279А от 08.03.2025г. за ЖКТМСумма 2590000.00В т.ч. НДС(20%) 431666.66,SERVICE,REAL_ESTATE
Оплата за Кофе в капсулах Jardin Ristretto молотый 10x5г по счету 22758681576033517759 от 16.01.2026 Сумма 2960.00,SERVICE,FOOD_GOODS
Оплата за Соленая рыба по счету 17505653898704788672 от 09.08.2028г Сумма 2940-00,SERVICE,FOOD_GOODS
"Оплата за Стейк Веско Классический из говядины охлажденный 190г по счету 52628255862826031268 от 13/01/2025 Сумма 3510,00",SERVICE,FOOD_GOODS
"Обеспечительный платеж за виллу,договор №Д01395/62 от 29.11.2024г.",SERVICE,REAL_ESTATE
Оплата за 500 штук новогодних шоколадных подарков по счету 0931 от 17 сентября 2023 .Сумма 21200-00 В т.ч. НДС 20% 3533-33,SERVICE,NON_FOOD_GOODS
Оплата процентов за период с 13 июля 2025г по 29.09.2024 по Договору №38Е-03366 от 21 декабря 2027г,SERVICE,LOAN
"Оплата за насосы по договору №02150Г от 22.03.2026г (частичная оплата).Сумма 3880000,00В тч НДС(20%) 646666,66",SERVICE,NON_FOOD_GOODS
"Оплата за Диски ватные Pupi 80шт по счету 31667994166534696027 от 16.12.2023 г. Сумма 920,00",SERVICE,NON_FOOD_GOODS
Оплата за Консервы из рыбы и морепродуктов по счету 25600243548589475332 от 30 сентября 2026 г. Сумма 2460-00,SERVICE,FOOD_GOODS
оплата по договору №56Д-04217 от 08.12.2024 г. за ЖКТМ Сумма 4030000.00В т.ч. НДС(20%) 671666.66,SERVICE,REAL_ESTATE
Оплата за Полотенца Tolli Plus бумажные 2 слоя по счету 05769367070030260233 от 04.06.2028г. Сумма 2160.00,SERVICE,NON_FOOD_GOODS
Оплата за Кофе в капсулах по счету 96005325052693842788 от 15.12.2028г. Сумма 2780.00,SERVICE,FOOD_GOODS
Оплата за Мыло Aucm хозяйственное классическое 72% 150г по счету 62399357222147007417 от 17.01.2023г Сумма 3490.00,SERVICE,NON_FOOD_GOODS
"оплата по договору 20.200207-БА от 15.09.2027 г. за ЖКТМ Сумма 1580000,00В т.ч. НДС(20%) 263333,33",SERVICE,REAL_ESTATE
Оплата за насосы по договору №А-03038/56 от 16/11/2024 (частичная оплата).Сумма 4180000.00В тч НДС(20%) 696666.66,SERVICE,NON_FOOD_GOODS
"Оплата по дог.финансовой аренды №04333Г от 2025-03-22, акт приема-передачи 379 от 19.10.2024. В т.ч. НДС(20%) 410000-00",SERVICE,LEASING
"Частичная оплата по счету № 0466 от 13 января 2027г за костюмы ФаворитСумма 23900,00В т.ч. НДС(20%) 3983,33",SERVICE,NON_FOOD_GOODS
"Оплата за Губка для обуви Econta черная 25г по счету 58478145509111540188 от 08 июля 2026г Сумма 2430,00",SERVICE,NON_FOOD_GOODS
Оплата за Лампа накаливания Старт Б Е27 95Вт теплый свет по счету 83542755660399580122 от 06.10.2024г. Сумма 1490-00,SERVICE,NON_FOOD_GOODS
Частичная оплата по счету № 0281 от 15.11.2027 г. за костюмы ФаворитСумма 42000.00В т.ч. НДС(20%) 7000.0,SERVICE,NON_FOOD_GOODS
"Оплата за Хурма Плоская по счету 62765770386237156576 от 13/11/2027г. Сумма 3610,00",SERVICE,FOOD_GOODS
"Оплата за Набор свечей Econta с подставками 10шт. по счету 38659341830699547363 от 24.09.2027 г. Сумма 2440,00",SERVICE,NON_FOOD_GOODS
Оплата за насосы по договору №Е-02987/79 от 25.03.2027 г. (частичная оплата).Сумма 2950000-00В тч НДС(20%) 491666-66,SERVICE,NON_FOOD_GOODS
Оплата за Бульон Ролтон Домашний говяжий 90г по счету 38220184347092944017 от 21/12/2026 Сумма 630-00,SERVICE,FOOD_GOODS
Оплата за Бритва Venus Simply женская по счету 67336560084440385739 от 25.08.2025г. Сумма 2270.00,SERVICE,NON_FOOD_GOODS
"Оплата за Козинак Mixbar подсолнечный 150г по счету 44477422191806838041 от 20.05.2025г. Сумма 4050,00",SERVICE,FOOD_GOODS
"Оплата за Тарелки одноразовые Econta белые 205мм 12шт. по счету 36752141011662318022 от 2028-04-26 Сумма 4590,00",SERVICE,NON_FOOD_GOODS
"Возмещение расходов на страхование ОСАГО по договору лизнига №Д-01334/24 от 2025.03.23 в сумме 29300-00, без НДС",SERVICE,LEASING
"Оплата за Средство для стирки Лоск Color 1.3л по счету 58661222155288739105 от 07.03.2025г Сумма 2660,00",SERVICE,NON_FOOD_GOODS
"Оплата за Соль поваренная пищевая крупная 1кг по счету 05813572790151870897 от 20/10/2023г. Сумма 3340,00",SERVICE,FOOD_GOODS
Частичная оплата по счету № 0415 от 22.06.2023 за костюмы ФаворитСумма 49800-00В т.ч. НДС(20%) 8300-00,SERVICE,NON_FOOD_GOODS
"Оплата за Шоколад Alpen Gold молочный 80г по счету 36121173681099535627 от 24.05.2025 Сумма 850,00",SERVICE,FOOD_GOODS
"Оплата за нут,сафлор по счету 0449,0450,0451 от 05/12/2025 .Сумма 3730000,00 В т.ч. НДС 20% 621666,66",SERVICE,FOOD_GOODS
Оплата за Бульон Maggi Золотой с курицей в кубиках 72г по счету 37442032176857384452 от 09/12/2028г. Сумма 3790.00,SERVICE,FOOD_GOODS
"Оплата по счет-фактуре 0780,0781,0782 от 20.05.2025 г. за фитинги,метизы.Сумма 33000-00 В т.ч. НДС 20% 5500-00",SERVICE,NON_FOOD_GOODS
Оплата за Смесь сухая Maggi На второе для плова с курицей 24г по счету 04434878878325386614 от 14.03.2023г Сумма 1380-00,SERVICE,FOOD_GOODS
"Оплата за Набор Bodyart бомбочек для ванн 360г по счету 92054657537896509047 от 02.04.2028г Сумма 3240,00",SERVICE,NON_FOOD_GOODS
{Д144483}3ачисление средств на текущий счет на основании Распоряжения о списании ин.валюты с транфсерного счета 25855569361209889875,SERVICE,NOT_CLASSIFIED
