Date	Amount	Description	Category
07.11.2024	268000000-00	Приобретение недвижимости по адресу г. Новый Уренгой, Шоссейная ул., д. 23 по договору №1-04699/59 от 01 июля 2025 г.	REAL_ESTATE
07.11.2024	1140.00	Оплата за Виноград Ред Глоб по счету 41870379129324420296 от 18/07/2025 Сумма 1140.00	FOOD_GOODS
07.11.2024	1940-00	гос.услуга	TAX
07.11.2024	2960,00	Собств. средства	NOT_CLASSIFIED
07.11.2024	930-00	Оплата за Набор кондитерских изделий M&M's & Friends 117г по счету 44872399937340210733 от 16/10/2026 Сумма 930-00	FOOD_GOODS
07.11.2024	4210,00	Перевод средств на собственный счет	NOT_CLASSIFIED
07.11.2024	9700-00	Оплата по сч. 0039 от 27.05.2024г за абхазсие мандарины. Сумма 9700-00 В т.ч. НДС 20% - 1616-66	NON_FOOD_GOODS
07.11.2024	2880.00	Оплата за Шампунь Глисс Кур Жидкий Шелк 400мл по счету 39466300836058166195 от 25.02.2027 Сумма 2880.00	REAL_ESTATE
07.11.2024	2260000,00	Паевой взнос в жилищно-строительный кооператив с целью приобретения права собственности на жилое помещение по адресу г. Якутск, Первомайская ул., д. 23	TAX
07.11.2024	1790-00	Оплата гос. услуги	FOOD_GOODS
07.11.2024	1260.00	Оплата за Зефир Шарлиз бело-розовый 180г по счету 53592351269359144157 от 28/02/2027 Сумма 1260.00	NOT_CLASSIFIED
07.11.2024	3730,00	Перевод собственных средств на собственный счет	SERVICE
07.11.2024	12300.00	За тур.поездку по договору №334 от 22.07.2026	SERVICE
07.11.2024	22300-00	Оплата за ж/д, авиабилеты и проживание по счету 58214763592964870793 от 29.09.2025 на основании договора №24Е-01741 от 13.11.2027г.	LOAN
07.11.2024	2180000-00	Оплата по договору процентного займа №4-00879/80 от 03.11.2024г.. Без НДС	NON_FOOD_GOODS
07.11.2024	49500-00	Счет на оплату № 0695 от 2026.08.05г.МКР для фильтрпресса. Сумма 49500-00В т.ч. НДС(20%) 8250-00	LOAN
07.11.2024	2540000.00	Оплата по договору процентного займа №Б01169 от 21.01.2024г. Без НДС	TAX
07.11.2024	760-00	штраф	LOAN
07.11.2024	75000000.00	Предоставление денежных средств по договору займа №415 от 20.06.2024г. Без НДС	REAL_ESTATE
07.11.2024	1880000,00	Паевой взнос в жилищно-строительный кооператив с целью приобретения права собственности на жилое помещение по адресу г. Омск, Гагарина ул., д. 16	FOOD_GOODS
07.11.2024	740,00	Оплата за Набор кондитерских изделий M&M's & Friends 117г по счету 17417300445533159855 от 04 марта 2028г Сумма 740,00	NON_FOOD_GOODS
07.11.2024	4830000,00	Оплата за запчасти по договору поставки №77Е-04913 от 03 июля 2024 (ГБД 0774 АО Автодом Ауди по счету №0091	LOAN
07.11.2024	172000000.00	Предоставление денежных средств по договору займа №06Д-04466 от 16.09.2023г. Без НДС	SERVICE
07.11.2024	32200-00	За тур.поездку по договору №24-04104Б от 29/09/2024	SERVICE
07.11.2024	11800,00	Лечение по договору б/н от 09.07.2025 г.	REAL_ESTATE
07.11.2024	415000000,00	Оплата по догвору купли-продажи №09Б-02293 от 06/10/2027 за виллу №33 по адресу г. Петрозаводск, Колхозный пер., д. 6	FOOD_GOODS
07.11.2024	43000-00	За юридические услуги по договору б/н от 21.07.2023	TAX
07.11.2024	16600,00	Оплата по сч. 0907 от 06.09.2028г за абхазсие мандарины. Сумма 16600,00 В т.ч. НДС 20% - 2766,66	NON_FOOD_GOODS
07.11.2024	680000-00	Оплата за запасные части для оборудования по счету №0479 от 06.12.2024г; Договор №А03410 от 19.11.2023г.	SERVICE
07.11.2024	3950000,00	ПРЕДОПЛАТА ПО ДОГ. №39-01769 за Раствор водный натриевых солей (поли)акриловой кислотыСумма 3950000,00 в т.ч.НДС  658333,33	SERVICE
07.11.2024	24100.00	Оплата за ж/д, авиабилеты и проживание по счету 42285228608950066211 от 29.04.2024г. на основании договора б/н от 15 апреля 2028 г.	FOOD_GOODS
07.11.2024	35800.00	Оплата за Размещение рекламы по счету 54479974588384590337 от 01.06.2026г; Договор №266 от 23.04.2023г	SERVICE
07.11.2024	4640.00	штраф	SERVICE
07.11.2024	376000000-00	По предвариельонму договору №91-00483 от 08.12.2025г за квартиру в ЖК по адресу г. Ставрополь, Заречный пер., д. 21	TAX
07.11.2024	1530000,00	Оплата по договору №156 от 2024-08-15, за сырьё для пищевой промышленности в т.ч. НДС 20% 255000,0	REAL_ESTATE
07.11.2024	2220000,00	Оплата по договору №076 от 16.11.2028, за сырьё для пищевой промышленности в т.ч. НДС 20% 370000,0	FOOD_GOODS
07.11.2024	44400-00	Оплата по товарой накладной за 100 штук пачек кофе Lavaza по счету 0664 от 19 апреля 2028г .Сумма 44400-00 В т.ч. НДС 20% 7400-00	FOOD_GOODS
07.11.2024	2080000,00	Окончательный расчет по акту приема-передачи №0392 от 05.12.2024 (договор лизинга №Е01414 от 10/08/2024г.). В т.ч. НДС(20%) 346666,66	FOOD_GOODS
07.11.2024	49500-00	За учсатие в конференции в г. Волжский по договору №38Б-01521 от 10.03.2026г	LEASING
07.11.2024	5600,00	Оплата по Договору №03022Б от 20.10.2023за бухгалтерское сопровождение в счет задолженности	SERVICE
07.11.2024	4930000.00	оплата по счёту № 0619 от 14.10.2027 за транспортные услугиСумма 4930000.00В т.ч. НДС(20%) 821666.66	SERVICE
07.11.2024	2880,00	Перевод средств на собственный счет	NON_FOOD_GOODS
07.11.2024	4540000-00	Оплата аванса за ГСМ по счету А-0981 от 28 апреля 2024г к Договору №Д00291/53 от 24.04.2025. на сумму 4540000-00В т.ч. НДС(20%) 756666-66	BANK_SERVICE
07.11.2024	1510.00	Оплата за Киви по счету 09215234798030916899 от 02.07.2027г Сумма 1510.00	FOOD_GOODS
07.11.2024	780.00	Оплата налогов	TAX
07.11.2024	8100,00	Частичная оплата по счету № 0127 от 11.03.2028г. за костюмы ФаворитСумма 8100,00В т.ч. НДС(20%) 1350,0	NON_FOOD_GOODS
07.11.2024	9400-00	Частичная оплата по счету № 0604 от 02.08.2028г. за костюмы ФаворитСумма 9400-00В т.ч. НДС(20%) 1566-66	NON_FOOD_GOODS
07.11.2024	3730000.00	Оплата по акту сверки б/н от 09.07.2024 (в рамках договора лизинга №Б02133 от 05/11/2025г.). В т.ч. НДС(20%) 621666.66	LEASING
07.11.2024	11200-00	Оплата по сч. 0028 от 10.03.2025 г. за пищев. добавку (890,50 ев.) курс 104,4016. В т.ч. НДС 20% - 15 494,94	FOOD_GOODS
07.11.2024	1310,00	Оплата за Грунт Seasons универсальный 10л по счету 28268911896618315630 от 15.11.2025 г. Сумма 1310,00	NON_FOOD_GOODS
07.11.2024	1490,00	Оплата за Кисель Русский продукт Клюквенный 190г по счету 22796611967447381868 от 05.09.2026г. Сумма 1490,00	FOOD_GOODS
07.11.2024	2570000.00	Оплата по счету № 0626 от 16.07.2023 за аренду помещения по договору субаренды №Д03959/95 от 28/11/2022г.	REAL_ESTATE
07.11.2024	3680,00	Оплата за Конфеты Snickers Minis по счету 47796444055132912623 от 21 августа 2028г Сумма 3680,00	FOOD_GOODS
07.11.2024	1500000.00	Окончательный расчет по акту приема-передачи №0046 от 2024-11-11 (договор лизинга №28-01041Б от 02/04/2023). В т.ч. НДС(20%) 250000.0	LEASING
07.11.2024	48600-00	Возмещение рахсодов на страхование ОСАГО по договору лизинга №Б-03783/68 от 13.03.2025 г. в сумме 48600-00, без НДС	LEASING
07.11.2024	38300,00	За бронирование отеля в г. Москва по договору №172 от 10.08.2025	SERVICE
07.11.2024	3450000-00	Оплата по договору процентного займа б/н от 14.07.2023г. Без НДС	LOAN
07.11.2024	45700,00	Оплата по договору №Б03726/51 от 09.04.2027 г., счету 0519 от 09.04.2027 г. за мясные деликатесы. Сумма 45700,00 В т.ч. НДС 20% 7616,66	FOOD_GOODS
07.11.2024	22800,00	оплата по счетам 0915, 0612,0144, 0441 за услугиСумма 04 апреля 2025 г.В т.ч. НДС(20%) 22800,00	SERVICE
